user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
For field 'associated_lawyers': Ensure the field matches the type 'text'. Ensure values in 'associated_lawyers' must not match any SQL-like patterns indicating injection attacks.,"expect_column_values_to_be_of_type(column=""associated_lawyers"", type_=""text""),expect_column_values_to_not_match_regex(column=""associated_lawyers"", regex=r"".*(--|;|\/\*|\*\/|\'|\""|=|<|>).*"")","expect_column_values_to_be_of_type(column=""associated_lawyers"", type_=""text""),expect_column_values_to_not_match_regex(column=""associated_lawyers"", regex=r""^[a-zA-Z0-9_]+$"")  # Regular expression to match alphanumeric characters and underscores.",0.8,0.7931034482758621,0.8,62.85586899186526
For fields 'first_name' and 'last_name': Ensure both fields are of type 'text'. Validate that the lengths of values in (first_name) and (last_name) do not exceed 50 characters.,"expect_column_values_to_be_of_type(column=""first_name"", type_=""text""),expect_column_values_to_be_of_type(column=""last_name"", type_=""text""),expect_column_value_lengths_to_be_between(column=""first_name"", min_value=0, max_value=50),expect_column_value_lengths_to_be_between(column=""last_name"", min_value=0, max_value=50)","expect_column_values_to_be_of_type(column=""first_name"", type_=""text""),expect_column_values_to_be_of_type(column=""last_name"", type_=""text""),expect_column_value_lengths_to_be_between(column=""first_name"", min_value=0, max_value=50),expect_column_value_lengths_to_be_between(column=""last_name"", min_value=0, max_value=50)",1.0,1.0,1.0,100.00000000000004
For field 'subscription_start_date': Ensure the field matches the type 'datetime'. Verify that all values can be parsed using dateutil.,"expect_column_values_to_be_of_type(column=""subscription_start_date"", type_=""datetime""),expect_column_values_to_be_dateutil_parseable(column=""subscription_start_date"")","expect_column_values_to_be_of_type(column=""subscription_start_date"", type_=""datetime""),expect_column_values_to_be_dateutil_parseable(column=""subscription_start_date"")  # Note: This is a hypothetical expectation. Dateutil parsing may not be available for all types of datetime values.",0.7272727272727273,0.71875,0.7272727272727273,71.23444428001145
Verify that the `polling_station_id` is present for all records and does not contain duplicates.,"expect_column_values_to_not_be_null(column=""polling_station_id""),expect_column_values_to_be_unique(column=""polling_station_id"")","expect_column_values_to_not_be_null(column=""polling_station_id""),expect_column_values_to_be_unique(column=""polling_station_id"")",1.0,1.0,1.0,100.00000000000004
"Ensure the `premium_amount` field has a minimum value of 100 and a maximum of 10,000, with no null entries.","expect_column_min_to_be_between(column=""premium_amount"", min_value=100),expect_column_max_to_be_between(column=""premium_amount"", max_value=10000),expect_column_values_to_not_be_null(column=""premium_amount"")","expect_column_values_to_be_between(column=""premium_amount"", min_value=100, max_value=10000),expect_column_values_to_not_be_null(column=""premium_amount"")",0.8135593220338982,0.7368421052631579,0.8135593220338982,63.026614097539586
Check that the standard deviation of the `patient_wait_time` column does not exceed 20 minutes.,"expect_column_stdev_to_be_between(column=""patient_wait_time"", min_value=0, max_value=20)","expect_column_stdev_to_be_between(column=""patient_wait_time"", min_value=0, max_value=20)",1.0,1.0,1.0,100.00000000000004
For the `timestamp` field: Ensure the field cannot be null. Validate that all entries follow the ISO 8601 format.,"expect_column_values_to_not_be_null(column=""timestamp""),expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ"")","expect_column_values_to_not_be_null(column=""timestamp""),expect_column_values_to_match_strftime_format(column=""timestamp"", strftime_format=""%Y-%m-%dT%H:%M:%S.%fZ"")",1.0,1.0,1.0,100.00000000000004
Ensure the `transaction_amount` column contains values greater than or equal to 0 and has a standard deviation under 50.,"expect_column_values_to_be_between(column=""transaction_amount"", min_value=0),expect_column_stdev_to_be_between(column=""transaction_amount"", max_value=50)","expect_column_values_to_be_between(column=""transaction_amount"", min_value=0),expect_column_stdev_to_be_between(column=""transaction_amount"", min_value=0, max_value=50)",0.9411764705882353,0.8979591836734695,0.9411764705882353,88.21387334903267
"For the 'customers' table: Confirm that the 'customer_id' column exists and contains unique values, and ensure the row count is equal to the number of active customers.","expect_column_to_exist(column=""customer_id""),expect_column_values_to_be_unique(column=""customer_id""),expect_table_row_count_to_equal(other_table=""active_customers"")","expect_column_to_exist(column=""customer_id""),expect_column_values_to_be_unique(column=""customer_id""),expect_table_row_count_to_equal(expected_value=active_customers)  # Replace active_customers with the actual number of active customers.",0.7741935483870968,0.7333333333333334,0.7741935483870968,72.87598490655722
Validate that the values in the `cost` column are greater than zero and less than the corresponding values in the `price` column.,"expect_column_pair_values_A_to_be_greater_than_B(column_A=""cost"", column_B=""price""),expect_column_values_to_be_between(column=""cost"", min_value=0, max_value=None)","expect_column_pair_values_A_to_be_greater_than_B(column_A=""cost"", column_B=""price"")",0.6956521739130436,0.6818181818181819,0.6956521739130436,42.26921633407287
For field 'assignment_due_date': Ensure the field matches the type 'datetime'. Ensure values in (assignment_due_date) are in increasing order compared to (submission_date). Ensure this field exists.,"expect_column_to_exist(column=""assignment_due_date""),expect_column_values_to_be_of_type(column=""assignment_due_date"", type_=""datetime""),expect_column_values_to_be_increasing(column=""assignment_due_date"")","expect_column_to_exist(column=""assignment_due_date""),expect_column_values_to_be_of_type(column=""assignment_due_date"", type_=""datetime""),expect_column_values_to_be_increasing(column=""assignment_due_date"", other_column=""submission_date"")",0.9393939393939393,0.9375,0.9393939393939393,87.7275899636538
"Check that the `contract_length` column only contains integer values, with a range of 1 to 36 months.","expect_column_values_to_be_of_type(column=""contract_length"", type_=""int""),expect_column_values_to_be_between(column=""contract_length"", min_value=1, max_value=36)","expect_column_values_to_be_of_type(column=""contract_length"", type_=""int""),expect_column_values_to_be_between(column=""contract_length"", min_value=1, max_value=36)",1.0,1.0,1.0,100.00000000000004
Verify that the `check_in_date` field contains valid dates and that all dates are in the future.,"expect_column_values_to_be_dateutil_parseable(column=""check_in_date""),expect_column_values_to_be_greater_than(column=""check_in_date"", value=datetime.datetime.now())","expect_column_values_to_be_dateutil_parseable(column=""check_in_date""),expect_column_values_to_be_between(column=""check_in_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.6885245901639345,0.6101694915254237,0.6885245901639345,60.295639819523835
"For the `blood_pressure` column, verify that the mean systolic value is below 140 and the diastolic value is below 90.","expect_column_mean_to_be_between(column=""blood_pressure_systolic"", min_value=None, max_value=140),expect_column_mean_to_be_between(column=""blood_pressure_diastolic"", min_value=None, max_value=90)","expect_column_mean_to_be_between(column=""blood_pressure_systolic"", min_value=0, max_value=140),expect_column_mean_to_be_between(column=""blood_pressure_diastolic"", min_value=0, max_value=90)",0.9375,0.8709677419354839,0.9375,92.47172642809836
Ensure that the `insured_age` values are within the range of `18` to `65` years old and are presented in increasing order.,"expect_column_values_to_be_between(column=""insured_age"", min_value=18, max_value=65),expect_column_values_to_be_increasing(column=""insured_age"")","expect_column_values_to_be_between(column=""insured_age"", min_value=18, max_value=65),expect_column_values_to_be_increasing(column=""insured_age"")",1.0,1.0,1.0,100.00000000000004
Ensure the `customer_id` column contains unique values and does not allow nulls.,"expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_not_be_null(column=""customer_id"")","expect_column_values_to_be_unique(column=""customer_id""),expect_column_values_to_not_be_null(column=""customer_id"")",1.0,1.0,1.0,100.00000000000004
Ensure the `check_in_date` and `check_out_date` are formatted correctly and that the `check_out_date` is always later than the `check_in_date`.,"expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_match_strftime_format(column=""check_out_date"", strftime_format=""%Y-%m-%d""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""check_out_date"", column_B=""check_in_date"")","expect_column_values_to_match_strftime_format(column=""check_in_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_increasing(column=""check_out_date"")  # Note: This expectation may not be applicable depending on the specific requirements.",0.5777777777777778,0.5227272727272727,0.5777777777777778,41.785690437631025
For the `delivery_date` column: Ensure all dates are in the future and formatted as `%Y-%m-%d`.,"expect_column_values_to_match_strftime_format(column=""delivery_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_increasing(column=""delivery_date"")","expect_column_values_to_be_dateutil_parseable(column=""delivery_date""),expect_column_values_to_be_between(column=""delivery_date"", min_value=""2023-01-01"", max_value=""today"")  # Replace today with the current date.",0.5263157894736842,0.4,0.5263157894736842,48.830543794146706
"Ensure the `threat_level` column contains only the values from the set `['Low', 'Medium', 'High']`. Any other value should be flagged as invalid.","expect_column_values_to_be_in_set(column=""threat_level"", value_set=['Low', 'Medium', 'High'])","expect_column_values_to_be_in_set(column=""threat_level"", value_set=['Low', 'Medium', 'High'])  # This expectation will fail if any other value is present in the column.",0.6976744186046512,0.6829268292682926,0.6976744186046512,68.39949267203949
Ensure the `device_id` column contains only unique values representing different IoT devices. Verify that this field is non-null and of type 'text'.,"expect_column_values_to_be_unique(column=""device_id""),expect_column_values_to_not_be_null(column=""device_id""),expect_column_values_to_be_of_type(column=""device_id"", type_=""text"")","expect_column_values_to_be_unique(column=""device_id""),expect_column_values_to_not_be_null(column=""device_id""),expect_column_values_to_be_of_type(column=""device_id"", type_=""text"")",1.0,1.0,1.0,100.00000000000004
Confirm that the total row count in the `user_activity` table equals the total in the `subscription_data` table.,"expect_table_row_count_to_equal_other_table(table_name=""user_activity"", other_table_name=""subscription_data"")","expect_table_row_count_to_equal_other_table(table=""user_activity"", other_table=""subscription_data"")",0.9375,0.7999999999999999,0.9375,80.21674991378997
"Check that the `user_rating` column contains numeric values between 1 and 10, ensuring no outliers exceed this range.","expect_column_values_to_be_between(column=""user_rating"", min_value=1, max_value=10)","expect_column_values_to_be_between(column=""user_rating"", min_value=1, max_value=10),expect_column_values_to_not_be_null(column=""user_rating"")  # Note: This assumes that the column is not null. If it is null, you may need to modify the expectation accordingly.",0.4918032786885246,0.4745762711864407,0.4918032786885246,38.342776337422976
